###
###
###
###
###
-1.53278e-07,0
-1.53028e-07,0
-1.52778e-07,0
-1.52528e-07,0
-1.52278e-07,0
-1.52028e-07,0
-1.51778e-07,0
-1.51528e-07,0
-1.51278e-07,0
-1.51028e-07,0
-1.50778e-07,0
-1.50528e-07,0
-1.50278e-07,0
-1.50028e-07,0
-1.49778e-07,0
-1.49528e-07,0
-1.49278e-07,0
-1.49028e-07,0
-1.48778e-07,0
-1.48528e-07,0
-1.48278e-07,0
-1.48028e-07,0
-1.47778e-07,0
-1.47528e-07,0
-1.47278e-07,0
-1.47028e-07,0
-1.46778e-07,0
-1.46528e-07,0
-1.46278e-07,0
-1.46028e-07,0
-1.45778e-07,0
-1.45528e-07,0
-1.45278e-07,0
-1.45028e-07,0
-1.44778e-07,0
-1.44528e-07,0
-1.44278e-07,0
-1.44028e-07,0
-1.43778e-07,0
-1.43528e-07,0
-1.43278e-07,0
-1.43028e-07,0
-1.42778e-07,0
-1.42528e-07,0
-1.42278e-07,0
-1.42028e-07,0
-1.41778e-07,0
-1.41528e-07,0
-1.41278e-07,0
-1.41028e-07,0
-1.40778e-07,0
-1.40528e-07,0
-1.40278e-07,0
-1.40028e-07,0
-1.39778e-07,0
-1.39528e-07,0
-1.39278e-07,0
-1.39028e-07,0
-1.38778e-07,0
-1.38528e-07,0
-1.38278e-07,0
-1.38028e-07,0
-1.37778e-07,0
-1.37528e-07,0
-1.37278e-07,0
-1.37028e-07,0
-1.36778e-07,0
-1.36528e-07,0
-1.36278e-07,0
-1.36028e-07,0
-1.35778e-07,0
-1.35528e-07,0
-1.35278e-07,0
-1.35028e-07,0
-1.34778e-07,0
-1.34528e-07,0
-1.34278e-07,0
-1.34028e-07,0
-1.33778e-07,0
-1.33528e-07,0
-1.33278e-07,0
-1.33028e-07,0
-1.32778e-07,0
-1.32528e-07,0
-1.32278e-07,0
-1.32028e-07,0
-1.31778e-07,0
-1.31528e-07,0
-1.31278e-07,0
-1.31028e-07,0
-1.30778e-07,0
-1.30528e-07,0
-1.30278e-07,0
-1.30028e-07,0
-1.29778e-07,0
-1.29528e-07,0
-1.29278e-07,0
-1.29028e-07,0
-1.28778e-07,0
-1.28528e-07,0
-1.28278e-07,0
-1.28028e-07,0
-1.27778e-07,0
-1.27528e-07,0
-1.27278e-07,0
-1.27028e-07,0
-1.26778e-07,0
-1.26528e-07,0
-1.26278e-07,0
-1.26028e-07,0
-1.25778e-07,0
-1.25528e-07,0
-1.25278e-07,0
-1.25028e-07,0
-1.24778e-07,0
-1.24528e-07,0
-1.24278e-07,0
-1.24028e-07,0
-1.23778e-07,0
-1.23528e-07,0
-1.23278e-07,0
-1.23028e-07,0
-1.22778e-07,0
-1.22528e-07,0
-1.22278e-07,0
-1.22028e-07,0
-1.21778e-07,0
-1.21528e-07,0
-1.21278e-07,0
-1.21028e-07,0
-1.20778e-07,0
-1.20528e-07,0
-1.20278e-07,0
-1.20028e-07,0
-1.19778e-07,0
-1.19528e-07,0
-1.19278e-07,0
-1.19028e-07,0
-1.18778e-07,0
-1.18528e-07,0
-1.18278e-07,0
-1.18028e-07,0
-1.17778e-07,0
